benchmark,category,status,cputime (s),walltime (s),memUsage,status-4,cputime (s)-4,walltime (s)-4,memUsage-4,speedup-4
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--ipw2x00--ipw2100.ko-entry_point.cil.out.c,SVC,OK,74.22195362,74.27158703,81448960,OK,107.306423,33.09785342,103317504,2.244000119
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--lustre--lnet--lnet--lnet.ko-entry_point.cil.out.c,SVC,OK,74.01944739,74.04122129,87126016,OK,130.6335691,54.01749696,98951168,1.3706896
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--staging--lustre--lnet--lnet--lnet.ko-entry_point.cil.out.c,SVC,OK,74.00890776,74.03690014,85200896,OK,136.5333394,53.47469494,97185792,1.38452216
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,73.207024,73.36484136,100061184,OK,93.63695954,32.34030666,107634688,2.268526459
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--ipw2x00--ipw2100.ko-entry_point.cil.out.c,SVC,OK,73.03725359,73.06602756,80080896,OK,105.8219161,33.33228373,102043648,2.19204985
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,72.61255679,73.01120795,99958784,OK,97.41375895,32.63148323,107642880,2.237446806
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,72.04371575,72.39126927,103546880,OK,90.06968369,32.9429337,110362624,2.19747488
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,70.50998568,70.46728234,100126720,OK,96.39658163,33.62432271,107470848,2.095723472
ldv-challenges/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-ixgbe-ixgbe.cil.c,SVC,OK,70.38522435,70.42185352,102711296,OK,93.44165894,32.31733845,109899776,2.179073429
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,67.2743758,67.29672313,77836288,OK,135.8697464,63.53561343,77471744,1.059196874
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--input--mouse--cyapatp.ko-entry_point.cil.out.c,SVC,OK,64.42763072,64.50806328,46145536,OK,98.44842432,28.58050342,48582656,2.257065327
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--cx231xx--cx231xx.ko-entry_point.cil.out.c,SVC,OK,63.52108654,63.54657798,68358144,OK,119.9267032,52.7386482,80977920,1.204933766
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--e1000e--e1000e.ko-entry_point.cil.out.c,SVC,OK,63.26111575,63.28614854,99319808,OK,79.49916124,21.8580749,111464448,2.895321241
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--intel--e1000e--e1000e.ko-entry_point.cil.out.c,SVC,OK,62.50907756,62.5393667,99188736,OK,77.65414632,21.31327615,113131520,2.934291578
ldv-challenges/linux-3.8-rc1-32_7a-drivers--net--ethernet--broadcom--bnx2x--bnx2x.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,SVC,OK,58.63031644,60.92488946,299520000,OK,96.97270641,35.15040688,255574016,1.733262709
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,60.81993925,60.8503454,76406784,OK,119.9582902,56.1982909,75210752,1.082779288
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,60.37867225,60.40477036,77983744,OK,113.5649944,57.33763136,77004800,1.0534926
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--media--usb--cx231xx--cx231xx.ko-entry_point.cil.out.c,SVC,OK,60.18991156,60.30686668,63438848,OK,108.4235198,47.47656312,75182080,1.270244995
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--media--usb--cx231xx--cx231xx.ko-entry_point.cil.out.c,SVC,OK,60.15206062,60.17864455,64729088,OK,110.5188646,48.12638847,78479360,1.250429265
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,60.08872743,60.16018604,76640256,OK,113.4550183,57.11659031,75612160,1.05328742
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-chelsio-cxgb3-cxgb3.cil.c,SVC,OK,59.91067275,60.15351359,76222464,OK,111.5003943,56.34754564,74825728,1.06754452
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--hpsa.ko-entry_point.cil.out.c,SVC,OK,59.07197425,59.09014284,58970112,OK,86.40005658,24.87738591,69939200,2.375255305
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--hpsa.ko-entry_point.cil.out.c,SVC,OK,58.64294772,58.77193485,58535936,OK,79.66731351,23.77490866,69595136,2.472015169
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--broadcom--bnx2.ko-entry_point.cil.out.c,SVC,OK,58.40875485,58.5151549,63307776,OK,71.29319032,19.30545624,71675904,3.031016423
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--ti--tlan.ko-entry_point.cil.out.c,SVC,OK,57.09218041,57.11500623,43761664,OK,80.97054619,23.28516391,45748224,2.452849653
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--ti--tlan.ko-entry_point.cil.out.c,SVC,OK,56.41921176,56.5080914,43769856,OK,77.41487733,21.85596968,45232128,2.58547629
ldv-consumption/32_7a_cilled_linux-3.8-rc1-32_7a-drivers--net--ethernet--qlogic--qlge--qlge.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,SVC,OK,56.39969332,56.49523209,53202944,OK,73.16342117,27.1939978,54013952,2.077489029
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--host--ohci-hcd.ko-entry_point.cil.out.c,SVC,OK,52.58991403,56.41513773,100356096,OK,70.40160346,18.25597894,51216384,3.090228025
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--broadcom--bnx2.ko-entry_point.cil.out.c,SVC,OK,55.87177751,55.93450241,63213568,OK,69.97648823,19.73806919,71790592,2.833838602
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--broadcom--bnx2.ko-entry_point.cil.out.c,SVC,OK,55.49047943,55.51570467,63438848,OK,69.81531718,19.50493137,72757248,2.846239426
ldv-consumption/linux-3.8-rc1-32_7a-drivers--net--ethernet--qlogic--qlge--qlge.ko-ldv_main0.cil.out.c,SVC,OK,55.4303359,55.47948555,53366784,OK,75.70169507,27.73324056,53825536,2.000468912
ldv-challenges/linux-3.8-rc1-32_7a-drivers--net--ethernet--emulex--benet--be2net.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,SVC,OK,53.05894107,53.08641759,58441728,OK,69.69932641,26.63897861,57917440,1.992809798
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--scsi--esas2r--esas2r.ko.cil.c,SVC,OK,52.00187094,52.03326371,60923904,OK,95.66508246,44.8034451,63770624,1.161367471
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--host--ehci-hcd.ko-entry_point.cil.out.c,SVC,OK,51.91802528,52.00548522,51490816,OK,74.55676159,28.74324295,58908672,1.809311681
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-media-usb-gspca-gspca_ov519.cil.c,SVC,OK,48.23675855,51.51053735,102957056,OK,64.60280948,16.94155103,51175424,3.040485328
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--neterion--vxge--vxge.ko-entry_point.cil.out.c,SVC,OK,49.29718151,49.31909434,63791104,OK,64.60158698,18.43495205,73637888,2.675303641
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-media-usb-gspca-gspca_ov519.cil.c,SVC,OK,49.06769269,49.15332373,46497792,OK,72.73133122,19.36970226,51884032,2.537639612
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-media-usb-gspca-gspca_ov519.cil.c,SVC,OK,48.65066996,48.72261516,46379008,OK,60.10482372,15.68963017,52740096,3.105402398
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-media-usb-gspca-gspca_ov519.cil.c,SVC,OK,48.45065952,48.54864018,46379008,OK,63.92474333,16.82170699,50868224,2.886070969
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--i40evf--i40evf.ko-entry_point.cil.out.c,SVC,OK,47.52890688,47.55795193,54517760,OK,60.34433313,16.45976425,58290176,2.889345874
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--i40evf--i40evf.ko-entry_point.cil.out.c,SVC,OK,47.15458537,47.18606984,54480896,OK,59.41326159,16.19480806,58040320,2.913654158
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--intel--i40evf--i40evf.ko-entry_point.cil.out.c,SVC,OK,46.57325701,46.59805417,53731328,OK,59.29381083,16.18970615,58068992,2.878252004
ldv-consumption/32_7a_cilled_linux-3.8-rc1-32_7a-drivers--staging--silicom--bpctl_mod.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,SVC,OK,46.44112385,46.46860941,49393664,OK,64.40312605,21.97108723,53628928,2.114989073
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--ipr.ko-entry_point.cil.out.c,SVC,OK,43.75962284,43.79331471,64962560,OK,54.81577674,14.61560539,74428416,2.996339429
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--gpu--drm--gma500--gma500_gfx.ko-entry_point.cil.out.c,SVC,OK,43.04265259,43.18102541,90693632,OK,61.2327258,22.8210344,98992128,1.89215899
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--gpu--drm--gma500--gma500_gfx.ko-entry_point.cil.out.c,SVC,OK,42.45415913,42.67338819,85565440,OK,60.33270319,22.10624847,94031872,1.930376755
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--airo.ko-entry_point.cil.out.c,SVC,OK,42.31794071,42.34574913,53067776,OK,54.38440755,15.60014817,60473344,2.714445316
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--input--mouse--psmouse.ko-entry_point.cil.out.c,SVC,OK,42.10401883,42.14245019,62459904,OK,77.55601916,27.58741132,71053312,1.527597124
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--airo.ko-entry_point.cil.out.c,SVC,OK,41.70952535,41.73496358,53338112,OK,54.27612386,15.849771,60796928,2.633158774
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--airo.ko-entry_point.cil.out.c,SVC,OK,40.95274336,41.00450666,53633024,OK,54.49627099,15.29715981,60502016,2.68053071
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--infiniband--hw--mthca--ib_mthca.ko-entry_point.cil.out.c,SVC,OK,39.60744275,39.7061913,63258624,OK,70.51928975,39.51097937,63107072,1.004940701
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,38.85867283,38.9105099,97984512,OK,57.53463111,16.9013991,127959040,2.302206442
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,38.47053153,38.50252185,98336768,OK,54.14053131,15.76248437,126681088,2.44266836
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,37.58795155,37.80327331,95862784,OK,49.36265173,15.17261229,124534784,2.491546781
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--staging--silicom--bpctl_mod.ko-main.cil.out.c,SVC,OK,36.71835934,36.68438757,50044928,OK,64.16607992,39.18312716,51122176,0.9362291944
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,35.60883953,35.65819272,44912640,OK,44.19497803,25.06962479,44544000,1.422366431
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,35.36504036,35.45519774,95514624,OK,48.56994205,15.07916922,123576320,2.351269969
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,35.27331964,35.36375355,95834112,OK,49.33455105,15.23973248,124968960,2.320497004
ldv-challenges/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,34.73414457,34.76329054,45076480,OK,43.81542825,24.49828289,44548096,1.419009271
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--usb--misc--ftdi-elan.ko-entry_point.cil.out.c,SVC,OK,33.97234396,33.99157815,43196416,OK,44.50835838,11.50284767,47190016,2.955057663
ldv-validator-v0.8/linux-stable-8817633-1-144_2a-drivers--staging--media--easycap--easycap.ko-entry_point_ldv-val-v0.8.cil.out.c,SVC,OK,33.62814506,33.85312981,75051008,OK,45.1939039,13.74202644,99573760,2.463474362
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,33.54945976,33.59090516,43761664,OK,46.70567231,25.19876846,43315200,1.333037573
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,33.47896315,33.54625591,43622400,OK,44.73725067,26.31953504,43364352,1.274576312
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--usb--misc--ftdi-elan.ko-entry_point.cil.out.c,SVC,OK,33.09534067,33.12006267,42180608,OK,45.29758338,11.69664413,44560384,2.831586762
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,32.35873937,32.58292256,44040192,OK,45.65317541,25.38437582,43622400,1.28358179
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--md--md-mod.ko-entry_point.cil.out.c,SVC,OK,32.32863811,32.51623184,77099008,OK,40.76163195,11.23652166,94240768,2.893798705
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--misc--ftdi-elan.ko-entry_point.cil.out.c,SVC,OK,31.98403749,32.00876973,42569728,OK,44.50537933,11.51608294,44294144,2.779484127
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--md--md-mod.ko-entry_point.cil.out.c,SVC,OK,31.46159972,31.49106752,75829248,OK,40.86721475,11.34434976,92438528,2.775925302
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--scsi--BusLogic.ko.cil.c,SVC,OK,31.25425994,31.29610767,55947264,OK,55.86303741,23.36884076,61370368,1.339223798
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--gpu--drm--ast--ast.ko-main.cil.out.c,SVC,OK,30.65095274,30.67152848,46759936,OK,45.93279097,13.12604552,46473216,2.336692223
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--net--ethernet--chelsio--cxgb4--cxgb4.ko-main.cil.out.c,SVC,OK,30.09499714,30.17023848,63561728,OK,47.05263057,22.45482344,64368640,1.343597226
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,29.89105672,29.92715845,95096832,OK,39.21901728,11.47158656,106790912,2.608807272
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--mellanox--mlx4--mlx4_en.ko-entry_point.cil.out.c,SVC,OK,29.8888175,29.91304108,68141056,OK,39.70734643,11.91619393,78086144,2.51028485
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--media--pci--cx18--cx18.ko-entry_point.cil.out.c,SVC,OK,29.85583619,29.88707423,67981312,OK,54.76613418,19.330916,77414400,1.546076463
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,29.65759792,29.75072545,95014912,OK,39.43606454,11.50951879,107831296,2.584880045
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--mellanox--mlx4--mlx4_en.ko-entry_point.cil.out.c,SVC,OK,29.64913178,29.67396177,68005888,OK,41.17390344,12.24793019,78360576,2.422773588
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--pci--cx18--cx18.ko-entry_point.cil.out.c,SVC,OK,29.29387877,29.37098135,68718592,OK,52.909986,18.42901994,77729792,1.593735394
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--dvb-usb-v2--dvb-usb-mxl111sf.ko-entry_point.cil.out.c,SVC,OK,29.10187476,29.12819252,48410624,OK,37.80741614,10.85753465,61554688,2.682763028
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,28.46121459,28.68687054,91942912,OK,37.37655172,10.99480115,104058880,2.609130456
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,28.1697145,28.31968847,91721728,OK,36.87428498,11.16503808,103936000,2.536461431
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,28.28597058,28.30258156,91873280,OK,37.8340826,11.43250427,104792064,2.475623965
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--gadget--udc--gr_udc.ko-entry_point.cil.out.c,SVC,OK,27.21538423,27.24103329,40345600,OK,36.09852007,10.54149983,42262528,2.584170539
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--hwmon--applesmc.ko.cil.c,SVC,OK,26.69496257,26.72155761,42188800,OK,28.91521718,28.80096462,41803776,0.927800786
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,26.5842283,26.72108896,59310080,OK,37.23717174,11.89465411,65634304,2.246478856
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-airo.cil.c,SVC,OK,26.24731644,26.48658449,55930880,OK,36.58444501,13.43852939,57757696,1.970943674
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--usb--gadget--udc--gr_udc.ko-entry_point.cil.out.c,SVC,OK,25.93311578,25.95679298,40722432,OK,34.52210731,10.06209428,41160704,2.579661078
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-wireless-airo.cil.c,SVC,OK,25.47589436,25.53273673,56492032,OK,38.39284893,13.22523374,58163200,1.930607597
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--gpu--drm--gma500--gma500_gfx.ko-main.cil.out.c,SVC,OK,25.4560636,25.51946445,79523840,OK,41.34819122,16.99737082,84590592,1.501377167
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,25.37408698,25.50293328,59990016,OK,35.31884777,11.37292894,65228800,2.242424393
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-airo.cil.c,SVC,OK,25.05280118,25.3797859,55812096,OK,38.2263448,14.28407614,58355712,1.776788757
ldv-challenges/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-3com-3c59x.cil.c,SVC,OK,25.32449631,25.34624036,48730112,OK,36.38716262,10.94058828,59101184,2.316716406
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-3com-3c59x.cil.c,SVC,OK,25.02024926,25.14342554,48857088,OK,34.91534263,11.08875361,57925632,2.267470847
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-neterion-vxge-vxge.cil.c,SVC,OK,25.00936389,25.03597379,64864256,OK,38.54147522,13.51495294,69812224,1.85246474
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,24.73534268,24.90189477,70078464,OK,35.15698023,11.67581292,91078656,2.132776102
ldv-consumption/32_7a_cilled_linux-3.8-rc1-32_7a-drivers--hwmon--applesmc.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,SVC,OK,24.75141517,24.6383814,36700160,OK,27.65624526,22.00774574,36421632,1.119532263
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-wireless-airo.cil.c,SVC,OK,24.42890201,24.45584417,55808000,OK,36.61858588,12.76048285,57073664,1.916529685
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,24.29022477,24.36304104,71872512,OK,32.66290287,10.99884706,92938240,2.215054078
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-wireless-airo.cil.c,SVC,OK,24.33643656,24.35871435,55644160,OK,35.4203488,15.12468011,55156736,1.610527573
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-chelsio-cxgb4vf-cxgb4vf.cil.c,SVC,OK,24.27511104,24.30233031,54104064,OK,38.61197456,20.87515562,53280768,1.164174809
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,24.17965998,24.28314333,69955584,OK,33.66634287,10.7253651,90714112,2.264085475
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,24.0576554,24.08140555,70455296,OK,32.93751766,10.95255042,91402240,2.198703007
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-wireless-airo.cil.c,SVC,OK,23.79866455,23.82406017,54370304,OK,40.42736591,16.79462588,53587968,1.418552598
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,23.72284769,23.81522555,71999488,OK,31.98305116,10.71240365,93179904,2.2231449
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-wireless-airo.cil.c,SVC,OK,23.62626938,23.78558994,55554048,OK,36.18603058,15.39036412,54898688,1.545485848
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-chelsio-cxgb4vf-cxgb4vf.cil.c,SVC,OK,23.75180316,23.78296758,54870016,OK,40.67960029,20.56710953,54263808,1.156359261
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-wireless-airo.cil.c,SVC,OK,23.4311504,23.77949187,54521856,OK,36.3809656,15.508912,53882880,1.533279179
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--mwl8k.ko-entry_point.cil.out.c,SVC,OK,23.30438799,23.32338698,49782784,OK,30.14647815,8.877239947,51822592,2.627324159
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-neterion-vxge-vxge.cil.c,SVC,OK,23.037505,23.06223346,63922176,OK,34.02304386,11.90011556,69132288,1.937983993
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--mwl8k.ko-entry_point.cil.out.c,SVC,OK,22.91295147,23.06042684,50057216,OK,30.03361868,8.750310854,52097024,2.635383728
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-neterion-vxge-vxge.cil.c,SVC,OK,22.52945139,22.60863099,63524864,OK,33.28196945,11.13968176,67182592,2.029558067
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--ixgb--ixgb.ko-entry_point.cil.out.c,SVC,OK,22.46517804,22.48729528,49926144,OK,25.41090383,9.298487047,49790976,2.418382169
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--lustre--lnet--selftest--lnet_selftest.ko-entry_point.cil.out.c,SVC,OK,22.12891698,22.38964987,74444800,OK,29.99614719,11.02039403,88993792,2.03165602
ldv-challenges/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-neterion-vxge-vxge.cil.c,SVC,OK,22.33024918,22.36435928,63422464,OK,34.15000649,11.67454145,67289088,1.915652052
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--staging--lustre--lnet--selftest--lnet_selftest.ko-entry_point.cil.out.c,SVC,OK,22.20293281,22.23293388,73428992,OK,28.61513515,10.58010978,87539712,2.101389715
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--chelsio--cxgb--cxgb.ko-entry_point.cil.out.c,SVC,OK,22.08388226,22.10956125,55246848,OK,37.3676797,14.05819862,57094144,1.572716522
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--hwmon--w83627hf.ko-entry_point.cil.out.c,SVC,OK,21.91508762,21.99812694,55386112,OK,29.03180165,7.844190013,62230528,2.804384761
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,21.80747223,21.96649223,58781696,OK,27.78555773,9.377047145,64221184,2.342580973
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--staging--lustre--lnet--selftest--lnet_selftest.ko-entry_point.cil.out.c,SVC,OK,21.80196401,21.82550425,74620928,OK,30.72799961,10.86890232,89010176,2.008068856
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,21.53659061,21.79845662,58306560,OK,27.81853696,9.62602572,63397888,2.264533387
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-neterion-vxge-vxge.cil.c,SVC,OK,21.52317305,21.64599041,63553536,OK,32.63190402,11.58871482,67686400,1.867850814
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--md--dm-thin-pool.ko-entry_point.cil.out.c,SVC,OK,21.33864185,21.58754067,49270784,OK,27.41011327,7.415776739,55873536,2.911028936
